Image,Class,Confidence,BBox (xyxy),Status
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.95,"[158.1844482421875, 48.087791442871094, 364.4541320800781, 331.4578552246094]",
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.94,"[390.8807067871094, 264.1690979003906, 512.0, 473.60784912109375]",
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.94,"[16.151927947998047, 99.87744140625, 205.91128540039062, 364.6356506347656]",
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.93,"[92.38278198242188, 353.597412109375, 273.36688232421875, 502.58489990234375]",
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.69,"[0.09213867038488388, 21.820423126220703, 93.44112396240234, 103.30534362792969]",
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.68,"[27.321935653686523, 414.0526428222656, 118.23722839355469, 510.43621826171875]",
dataset\train\images\MDMA_5_jpg.rf.e0dfc11eb1722876ff1d3f441c5ae1f9.jpg,Mdma,0.51,"[93.2099838256836, 0.7870117425918579, 241.3722381591797, 60.93144607543945]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.88,"[248.0942840576172, 34.22797775268555, 504.96209716796875, 225.24166870117188]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.86,"[6.268017768859863, 92.4441909790039, 193.8737335205078, 255.9430389404297]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.84,"[0.79107666015625, 249.1101531982422, 153.05860900878906, 413.5274353027344]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.77,"[198.10116577148438, 194.50453186035156, 456.1383361816406, 385.824951171875]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.76,"[144.2824249267578, 348.54425048828125, 404.134765625, 508.48370361328125]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.72,"[38.72148513793945, 0.9538208246231079, 264.64617919921875, 111.96989440917969]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.72,"[0.3780761659145355, 378.49591064453125, 83.7083740234375, 481.6595764160156]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.63,"[360.131103515625, 456.56640625, 461.4456481933594, 511.8197326660156]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.56,"[439.85699462890625, 302.8046875, 496.01214599609375, 417.94140625]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.29,"[187.57247924804688, 150.33184814453125, 372.0982360839844, 348.44940185546875]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.26,"[322.85174560546875, 51.41679763793945, 509.75213623046875, 233.13540649414062]",
dataset\train\images\MDMA_5_jpg.rf.fb2f733ab7ec4c723ef3b4cbd7a2ebb6.jpg,Mdma,0.26,"[382.6874694824219, 447.89276123046875, 462.6783142089844, 511.9087829589844]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.73,"[384.0567932128906, 338.57550048828125, 509.125732421875, 425.6167907714844]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.70,"[4.630078315734863, 139.24209594726562, 138.8711700439453, 222.4375457763672]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.68,"[36.095802307128906, 277.0553283691406, 166.25393676757812, 387.94091796875]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.68,"[256.2276611328125, 345.9476013183594, 382.70501708984375, 439.25311279296875]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.65,"[137.830810546875, 43.092674255371094, 206.40707397460938, 202.16305541992188]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.65,"[395.68292236328125, 190.11154174804688, 510.58416748046875, 268.42413330078125]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.65,"[260.73773193359375, 271.7073669433594, 383.07025146484375, 351.2808532714844]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.65,"[389.7124938964844, 265.18121337890625, 508.4325256347656, 345.9483947753906]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.64,"[0.326852411031723, 306.9231872558594, 37.637413024902344, 405.41070556640625]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.63,"[15.170068740844727, 214.45254516601562, 145.17044067382812, 300.7704162597656]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.62,"[403.7950744628906, 124.11540222167969, 512.0, 187.1599578857422]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.61,"[156.53836059570312, 190.99063110351562, 226.94876098632812, 342.0105895996094]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.55,"[267.3680725097656, 199.261474609375, 393.18865966796875, 274.0023498535156]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.50,"[272.7703552246094, 130.27835083007812, 397.1204528808594, 192.7833709716797]",
dataset\train\images\MDMA_6_jpg.rf.7ac30d983d0ef6b7a9c56deef3a9bf82.jpg,Mdma,0.48,"[1.4045288562774658, 51.5322151184082, 126.20033264160156, 143.33499145507812]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.74,"[384.3802490234375, 338.83740234375, 509.5791015625, 426.59295654296875]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.72,"[4.5714111328125, 141.39541625976562, 138.19198608398438, 222.88241577148438]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.69,"[36.39909744262695, 278.75848388671875, 165.90628051757812, 386.41552734375]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.66,"[260.1753234863281, 270.611572265625, 382.7204895019531, 351.8143005371094]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.66,"[396.21002197265625, 190.16049194335938, 510.75518798828125, 268.959228515625]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.64,"[139.03005981445312, 43.19392013549805, 205.7592010498047, 202.1630096435547]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.64,"[389.0760192871094, 264.2112731933594, 507.85101318359375, 345.47467041015625]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.62,"[256.8971252441406, 347.9129943847656, 382.54974365234375, 440.1853942871094]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.62,"[158.47433471679688, 194.32154846191406, 225.9569549560547, 342.0032653808594]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.61,"[403.34454345703125, 124.6182861328125, 512.0, 186.2535400390625]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.60,"[14.3651123046875, 214.39901733398438, 145.75143432617188, 300.8148498535156]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.60,"[0.29601746797561646, 307.0010986328125, 37.54082107543945, 406.9687805175781]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.58,"[267.64874267578125, 200.07650756835938, 393.35992431640625, 272.404296875]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.49,"[1.505395531654358, 56.14433670043945, 124.9599380493164, 142.64352416992188]",
dataset\train\images\MDMA_7_jpg.rf.095f02c0c70c6133ac824b432416e2c7.jpg,Mdma,0.48,"[271.69854736328125, 131.9275360107422, 396.90838623046875, 193.15444946289062]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.88,"[86.2621841430664, 422.0118103027344, 203.49710083007812, 505.67852783203125]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.87,"[67.35163879394531, 6.052538871765137, 187.3816680908203, 130.7798614501953]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.85,"[257.5373840332031, 373.0552673339844, 379.3742370605469, 497.72705078125]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.85,"[103.3551025390625, 109.49748229980469, 221.2561492919922, 273.5565490722656]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.83,"[363.6934509277344, 86.0340805053711, 480.9130859375, 240.8334503173828]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.83,"[168.86532592773438, 395.35595703125, 293.1473693847656, 502.8646545410156]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.82,"[275.2622985839844, 97.1761245727539, 394.54705810546875, 255.30868530273438]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.81,"[316.8351135253906, 0.21141357719898224, 440.5120544433594, 102.6609115600586]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.78,"[338.4781799316406, 338.6617736816406, 459.8255920410156, 484.8025817871094]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.77,"[152.15966796875, 0.0, 275.1515197753906, 120.821044921875]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.76,"[232.7238311767578, 0.0, 354.0611267089844, 113.3670425415039]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.58,"[188.30117797851562, 99.3319320678711, 307.2919921875, 269.53472900390625]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.48,"[222.267578125, 276.7635192871094, 394.2196350097656, 395.1121520996094]",
dataset\train\images\MDMA_7_jpg.rf.5463ed786bbdefdfa0b734b34f797c46.jpg,Mdma,0.47,"[67.27449035644531, 331.44976806640625, 243.02456665039062, 443.556396484375]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.87,"[144.5421905517578, 178.6628875732422, 245.9215545654297, 343.97491455078125]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.87,"[261.4765625, 336.06884765625, 411.68292236328125, 440.18328857421875]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.84,"[107.6887435913086, 23.779888153076172, 208.08984375, 193.3209991455078]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.83,"[401.95916748046875, 148.30078125, 511.6260681152344, 244.74118041992188]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.82,"[400.6807861328125, 228.38345336914062, 511.65673828125, 336.088623046875]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.82,"[6.257275581359863, 121.9058837890625, 130.1348419189453, 233.8876190185547]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.81,"[9.608739852905273, 198.2998809814453, 147.3802490234375, 314.53704833984375]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.81,"[255.19784545898438, 169.91201782226562, 408.93994140625, 266.7779846191406]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.80,"[400.4188537597656, 82.81184387207031, 512.0, 158.6224365234375]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.79,"[400.1242980957031, 304.82464599609375, 511.8575134277344, 415.6746520996094]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.78,"[2.639843702316284, 41.2203369140625, 110.6355972290039, 145.44677734375]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.77,"[259.81964111328125, 254.9689483642578, 408.6205139160156, 346.37860107421875]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.74,"[15.12701416015625, 283.0876159667969, 168.7608184814453, 405.2811279296875]",
dataset\train\images\MDMA_7_jpg.rf.7d9f8613101deb58f8033d424790fdcd.jpg,Mdma,0.71,"[255.349365234375, 96.74713134765625, 412.50250244140625, 178.39048767089844]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.88,"[293.37506103515625, 216.41421508789062, 384.99993896484375, 385.88470458984375]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.87,"[302.7018127441406, 65.0624008178711, 400.6907653808594, 231.83993530273438]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.87,"[19.070287704467773, 367.572509765625, 151.8408966064453, 475.0372619628906]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.86,"[138.5333251953125, 393.4052734375, 282.24749755859375, 491.30743408203125]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.84,"[7.700976371765137, 211.85693359375, 125.9521484375, 305.6058654785156]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.83,"[366.2177429199219, 330.015869140625, 511.20782470703125, 444.2003479003906]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.81,"[378.3421630859375, 252.513671875, 512.0, 345.5147399902344]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.79,"[14.255834579467773, 292.1580810546875, 140.44631958007812, 385.6021728515625]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.78,"[4.391272068023682, 138.0126953125, 106.8222427368164, 217.6773223876953]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.78,"[132.45492553710938, 309.8515625, 276.1363220214844, 396.6724548339844]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.77,"[118.297119140625, 228.6240692138672, 265.31329345703125, 312.07257080078125]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.73,"[383.0357360839844, 162.69020080566406, 512.0, 261.4124450683594]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.73,"[388.25811767578125, 89.72265625, 511.43017578125, 178.467041015625]",
dataset\train\images\MDMA_7_jpg.rf.7f1c6aa859a7589fccf3117f7f1d1338.jpg,Mdma,0.69,"[100.01127624511719, 147.95053100585938, 241.84896850585938, 223.809814453125]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.90,"[68.80570983886719, 45.577491760253906, 197.13626098632812, 211.45999145507812]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.90,"[138.61813354492188, 1.7982666492462158, 272.2975158691406, 176.8715362548828]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.88,"[261.0791931152344, 395.084716796875, 374.84521484375, 498.67718505859375]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.88,"[67.5470199584961, 302.2205505371094, 183.57382202148438, 452.3562927246094]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.88,"[182.23233032226562, 407.90740966796875, 297.3017578125, 506.8907165527344]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.87,"[143.2633514404297, 279.728271484375, 264.4781188964844, 434.079833984375]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.85,"[101.34770202636719, 423.796142578125, 214.5055694580078, 508.43499755859375]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.84,"[234.43350219726562, 264.93914794921875, 347.412841796875, 414.4751892089844]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.83,"[342.7704162597656, 383.0437316894531, 455.1845703125, 482.2386779785156]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.77,"[301.9505920410156, 0.0, 435.73016357421875, 104.39741516113281]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.76,"[218.9804229736328, 0.473876953125, 355.1546325683594, 136.3642578125]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.75,"[313.450439453125, 251.27774047851562, 431.0478515625, 402.26348876953125]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.71,"[39.07527160644531, 21.243206024169922, 132.48220825195312, 79.01982116699219]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.71,"[284.8133850097656, 83.7774658203125, 463.4125061035156, 211.063720703125]",
dataset\train\images\MDMA_7_jpg.rf.8119459163af4e9a456e94b6dd5b8ebd.jpg,Mdma,0.65,"[140.8705291748047, 131.5172882080078, 306.68829345703125, 260.04022216796875]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.89,"[2.9874510765075684, 25.951013565063477, 121.36836242675781, 170.32623291015625]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.89,"[352.4622497558594, 322.6319885253906, 458.81353759765625, 465.6961364746094]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.88,"[247.61880493164062, 0.5589233636856079, 364.4957580566406, 143.81246948242188]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.88,"[263.84613037109375, 221.2478790283203, 374.0374450683594, 364.7550048828125]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.88,"[204.1453857421875, 374.00616455078125, 316.07159423828125, 500.2129821777344]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.87,"[127.126708984375, 399.70806884765625, 236.52685546875, 502.74420166015625]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.87,"[169.29994201660156, 1.702355980873108, 281.5140075683594, 150.44625854492188]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.87,"[273.8158874511719, 351.26593017578125, 387.3371276855469, 489.0389709472656]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.87,"[82.62171173095703, 5.625781059265137, 201.5043182373047, 163.783447265625]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.86,"[112.14404296875, 274.92803955078125, 223.10629272460938, 424.5928649902344]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.85,"[190.51699829101562, 244.23428344726562, 296.90301513671875, 392.4619140625]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.85,"[349.6875915527344, 201.87135314941406, 444.70733642578125, 340.64349365234375]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.77,"[171.65603637695312, 128.0144500732422, 324.3603515625, 225.552490234375]",
dataset\train\images\MDMA_7_jpg.rf.9a791f5aff60e7825d8c2129c7982bfe.jpg,Mdma,0.74,"[17.349292755126953, 143.0890350341797, 185.1177978515625, 250.35513305664062]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.89,"[71.761962890625, 109.12663269042969, 189.17300415039062, 271.96820068359375]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.88,"[34.189659118652344, 420.60467529296875, 168.28077697753906, 512.0]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.86,"[329.40509033203125, 97.06449890136719, 444.77972412109375, 258.9593811035156]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.85,"[290.8500061035156, 9.311132431030273, 417.10479736328125, 110.34352111816406]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.85,"[44.6458854675293, 20.904027938842773, 157.7472686767578, 129.0677032470703]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.84,"[131.9521942138672, 401.82843017578125, 258.35919189453125, 510.27569580078125]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.83,"[127.0761947631836, 8.787426948547363, 245.528076171875, 125.6417236328125]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.82,"[206.4104461669922, 7.234594821929932, 326.851318359375, 119.9726333618164]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.81,"[244.67098999023438, 96.87272644042969, 356.9027404785156, 266.93597412109375]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.80,"[158.6493682861328, 103.1796875, 275.9554138183594, 269.58892822265625]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.77,"[220.34414672851562, 378.7882385253906, 341.0381774902344, 512.0]",
dataset\train\images\MDMA_7_jpg.rf.c3ac3aed45aed7314a878bb6fa48fc58.jpg,Mdma,0.74,"[303.10137939453125, 347.97662353515625, 428.35662841796875, 504.8827209472656]",
